COD_UBIC_P;DESC_LINEA;COD_VARIAN;ORDINAL;CALLE;ESQUINA;COD_CALLE1;COD_CALLE2;X;Y;CPU
546;144;883;43;CORUÑA;PURIFICACION;2187;5733;578023.60011;6140711.3452
546;144;3225;45;CORUÑA;PURIFICACION;2187;5733;578023.60011;6140711.3452
547;144;883;44;CORUÑA;SAN ANTONIO;2187;6279;577944.25345;6140828.51804
547;144;3225;46;CORUÑA;SAN ANTONIO;2187;6279;577944.25345;6140828.51804
548;144;888;20;CORUÑA;SAN ANTONIO;2187;6279;577926.50589;6140844.77825
548;144;3226;20;CORUÑA;SAN ANTONIO;2187;6279;577926.50589;6140844.77825
549;144;883;45;CORUÑA;AGACES;2187;120;577776.31416;6141077.73612
549;144;3225;47;CORUÑA;AGACES;2187;120;577776.31416;6141077.73612
550;144;888;19;CORUÑA;AGACES;2187;120;577751.54027;6141103.68466
550;144;3226;19;CORUÑA;AGACES;2187;120;577751.54027;6141103.68466
551;538;193;68;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;144;888;22;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;538;2090;66;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;538;3015;66;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;538;3019;68;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;144;3226;22;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;174;7719;68;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;174;7721;70;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;174;7723;58;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
551;L41;7968;17;COMERCIO;JUAN JACOBO ROUSSEAU;2079;6180;578204.08853;6140505.71004
553;494;129;92;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;495;141;88;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;143;881;16;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;185;1332;61;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;185;1347;63;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;186;1358;65;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;191;1391;32;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;192;1418;39;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;328;1711;52;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;316;1763;46;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;L28;2638;50;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;494;2653;90;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;494;3303;93;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;494;3305;91;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;7367;85;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;76;7513;68;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;143;7687;18;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;7725;72;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;7809;70;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;329;7814;57;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
553;316;7934;46;AV DR AMERICO RICALDONI;AV FEDERICO R VIDIELLA;5973;7268;577245.849700775;6138605.03863943
554;494;129;93;AV DR AMERICO RICALDONI;PSJE PEATONAL VEHICULAR;5973;8000;577523.985176998;6138424.31621523
554;495;141;89;AV DR AMERICO RICALDONI;PSJE PEATONAL VEHICULAR;5973;8000;577523.985176998;6138424.31621523
554;143;881;17;AV DR AMERICO RICALDONI;PSJE PEATONAL VEHICULAR;5973;8000;577523.985176998;6138424.31621523
554;185;1332;62;AV DR AMERICO RICALDONI;PSJE PEATONAL VEHICULAR;5973;8000;577523.985176998;6138424.31621523
554;185;1347;64;AV DR AMERICO RICALDONI;PSJE PEATONAL VEHICULAR;5973;8000;577523.985176998;6138424.31621523
554;186;1358;66;AV DR AMERICO RICALDONI;PSJE PEATONAL VEHICULAR;5973;8000;577523.985176998;6138424.31621523
554;191;1391;33;AV DR AMERICO RICALDONI;PSJE PEATONAL VEHICULAR;5973;8000;577523.985176998;6138424.31621523
554;192;1418;40;AV DR AMERICO RICALDONI;PSJE PEATONAL VEHICULAR;5973;8000;577523.985176998;6138424.31621523
